ID,Joke
4167,"when i need a friend, you're there.. when i'm lonely, you're there.. when i'm afraid, you're there.. when i need help, you're still there.. dammit! when the f*ck will you come over here?? you're always there!!"
4168,my wife's a magician. she can turn anything into an argument.
4169,sex without love is like ice cream without sprinkles... still pretty fcuking awesome.
4170,sometimes love is like having one too many drinks....you feel so good that you don't notice you're making a fool of yourself.
4171,there are always two ways to look at things. i prefer to look at them my way.
4172,"black person: jeans $200, shirt $100, shoes $160, pockets.. $0 white person: jeans $15, shirt $20, shoes $30, pockets $5,000"
4173,"i don't see dead people, i just see people that i wish were dead."
4174,"advises all the young people, ""do not grow up; it's a trap!!"""
4175,"time is not wasted, when your wasted all the time"" ~benjamin franklin (i think.)"
4176,"i couldn't find the thingy that peels the carrots and potatoes, so i asked the kids if they'd seen it. apparently, she left me a few days ago."
4177,"give a woman a compliment, she'll smile for a day.. teach a woman to fish for compliments & she'll be annoying for the rest of her life."
4178,i've saved a ton of money on birthday cards by switching to facebook!
4179,"oh, you're having a bad day? in 1976, ronald wayne sold his 10% stake in apple for $800. now it's worth $58,065,210,000."
4180,"usually, the one you want, is the one you can't have."
4181,"when updating your status, always proof-read carefully to see if you any words out..."
4182,"my girlfriend left me after i broke her wheelchair..... oh,, i think she'll come crawling back soon.."
4183,my girlfreind says i'm an idiot who can't do anything right. so i packed her bags and left.
4184,it only takes a few seconds to show someone how you feel about them. the police call it indecent exposure but whatever....
4185,facebook: helping you acknowledge the existence of people you had been successfully ignoring for years.
4186,when god created china he knew he would never have to make anything else again.....
4187,"guys, it is true. size does matter. when have you ever been satisfied after she brings you a small sandwich?"
4188,"have you ever loved someone so much, you wanted to keep them hidden from the world and all to yourself? well, apparently it's called kidnapping"
4189,"as you take another breath, someone takes their last. stop complaining; appreciate life."
4190,every time i drive past a hitchhiker i feel kinda bad thinking maybe they're just liking my status.
4191,"100% of the people that talk sh!t about your life, have sh!ttier lives than you."
4192,i bet the chinese get excited when it's raining cats and dogs. must be like a buffet for them.
4193,"if i ask my mom to take a picture for me with my phone there is a 99% chance it will be a video of me yelling ""it's the button on front!"""
4194,just once would i love to see a girl i know in a porno
4195,dating your ex again is like buying your clothes back from goodwill. there's a reason you got rid of it in the first place.
4196,"if i had a shot of whiskey for every time i thought of you, i'd be sober."
4197,just read an article about an invasive species of shrimp in u.s. waters that are up to 13 inches in length and weigh up to a 1/4 pound............................................... give me some cocktail sauce and i will personally do what i can to help.
4198,"the most common phrase in china: ""hey! you look familiar!"""
4199,my drug dealer cracks me up.
4200,jessica simpson has already taught her daughter everything she knows.
4201,"jessica simpson had her baby. apparently, kanye busted into the delivery room and said beyonce had the best baby of all time."
4202,"contrary to popular belief, it's actually the fat that makes you look fat. it was never the dress"
4203,getting old- it's scary when you start making the same noises as your coffee maker.
4204,the transformation of facebook into myspace is almost complete.
4205,cello green has t-rex arms.
4206,you know you're awesome when facebook suggests people you have already had sex with.
4207,"do not lower your standards to ""keep"" anyone. make them meet you at your level. self respect is power."
4208,i like tuesday simply because it is literally the furthest from next monday i can possibly be.
4209,"what came first, internet porn or ""clear all search history""?"
4210,the beauty of vodka is that it looks like water. the beauty of the workplace is that water bottles are allowed.
4211,my ex just sent me a photo of her having sex with her new boyfriend. i sent it to her dad
4212,you know you're getting old when speed limits start to seem reasonable to you.
4213,a skinny guy with a 6-pack is like a fat chick with t*ts. it doesn't count
4214,98% of facebook is women telling each other how great they look.
4215,apologizing does not always mean you are wrong. it just means that you value your relationships more than your ego
4216,"sometimes relationships don't work out because of timing, but most of the time it's because someone is an asshole."
